#CLOCK=500.00
#SIZE=68160
0.576971,0,0
0.604138,0,0
0.626904,0,0
0.643847,0,0
0.654074,0,0
0.657104,0,0
0.653078,0,0
0.642495,0,0
0.625969,0,0
0.603763,0,0
0.575756,0,0
0.541839,0,0
0.502098,0,0
0.457000,0,0
0.407462,0,0
0.355174,0,0
0.302588,0,0
0.251782,0,0
0.204930,0,0
0.163573,0,0
0.128373,0,0
0.099035,0,0
0.074548,0,0
0.053962,0,0
0.035969,0,0
0.019935,0,0
0.006137,0,0
-0.005042,0,0
-0.012238,0,0
-0.014461,0,0
-0.011285,0,0
-0.002940,0,0
0.008718,0,0
0.020930,0,0
0.030173,0,0
0.032729,0,0
0.025461,0,0
0.007034,0,0
-0.022079,0,0
-0.058966,0,0
-0.098841,0,0
-0.136209,0,0
-0.165246,0,0
-0.181289,0,0
-0.181606,0,0
-0.165700,0,0
-0.135016,0,0
-0.093049,0,0
-0.044081,0,0
0.007018,0,0
0.055963,0,0
0.098667,0,0
0.132653,0,0
0.156745,0,0
0.170973,0,0
0.176956,0,0
0.177317,0,0
0.175395,0,0
0.174709,0,0
0.178674,0,0
0.189535,0,0
0.208971,0,0
0.237424,0,0
0.274544,0,0
0.318847,0,0
0.368058,0,0
0.419249,0,0
0.468696,0,0
0.513077,0,0
0.548879,0,0
0.574314,0,0
0.588580,0,0
0.592742,0,0
0.589240,0,0
0.581798,0,0
0.573805,0,0
0.568285,0,0
0.566577,0,0
0.568397,0,0
0.571629,0,0
0.572800,0,0
0.567978,0,0
0.553545,0,0
0.527434,0,0
0.488845,0,0
0.439038,0,0
0.380876,0,0
0.318412,0,0
0.256263,0,0
0.198567,0,0
0.149692,0,0
0.112528,0,0
0.089382,0,0
0.080936,0,0
0.086999,0,0
0.105952,0,0
0.134579,0,0
0.168936,0,0
